14.746	14.924	b
15.057	15.226	b
24.237	24.384	b
24.495	24.594	b
34.251	34.466	b
41.673	41.796	b
41.984	42.113	b
49.997	50.111	b
50.231	50.370	b
53.396	53.503	b
59.352	59.494	b
59.620	59.762	b
61.338	61.489	b
61.634	61.741	b
61.926	62.049	b
62.117	62.243	b
73.584	73.729	b
73.892	74.018	b
83.648	83.860	b
83.928	84.088	b
110.147	110.378	b
110.424	110.655	b
114.056	114.189	b
114.312	114.481	b
114.571	114.706	b
120.771	120.897	b
121.005	121.175	b
125.822	125.989	b
136.957	137.077	b
137.219	137.397	b
177.716	177.962	b
177.999	178.208	b
184.722	184.907	b
192.788	192.908	b
193.096	193.191	b
195.889	196.039	b
198.152	198.278	b
198.404	198.546	b
206.034	206.142	b
206.299	206.468	b
209.180	209.341	b
212.022	212.142	b
212.305	212.451	b
220.663	220.814	b
222.104	222.239	b
222.310	222.498	b
262.745	262.906	b
268.043	268.225	b
268.364	268.524	b
271.851	272.067	b
272.104	272.286	b
272.326	272.483	b
272.600	272.738	b
284.701	284.821	b
284.919	285.040	b
297.052	297.273	b
297.319	297.535	b
309.610	309.695	b
309.843	309.967	b
316.463	316.567	b
316.712	316.808	b
321.347	321.458	b
321.596	321.756	b
328.255	328.393	b
328.529	328.723	b
328.830	328.944	b
342.997	343.133	b
344.198	344.293	b
344.407	344.487	b
347.951	348.102	b
348.228	348.394	b
348.486	348.625	b
353.723	353.852	b
353.957	354.117	b
363.863	363.989	b
364.128	364.288	b
371.141	371.273	b
373.449	373.557	b
373.677	373.807	b
376.355	376.472	b
376.676	376.786	b
380.548	380.668	b
380.801	380.933	b
386.271	386.394	b
391.261	391.431	b
441.064	441.166	b
441.283	441.443	b
444.380	444.482	b
444.602	444.752	b
448.936	449.041	b
449.161	449.321	b
453.806	453.939	b
454.080	454.179	b
473.419	473.557	b
491.194	491.372	b
495.208	495.347	b
495.473	495.624	b
553.569	553.665	b
553.806	553.939	b
557.217	557.331	b
557.454	557.602	b
572.908	573.016	b
