-0.0027702,0.94587,1.026
-0.033284,0.85697,1.0892
-0.027309,0.76563,1.0264
2.3202,-0.049072,2.149
2.4085,-0.067204,2.2144
2.4994,-0.057027,2.1473
3.493,-0.075596,0.58336
3.5861,-0.08433,0.64288
3.6705,-0.076182,0.58769
5.175,-0.073869,2.0505
5.2652,-0.082073,2.1176
5.3573,-0.072842,2.0535
6.0299,1.417,0.8331
6.0405,1.5066,0.89575
6.031,1.6032,0.83088
3.5935,2.3904,2.1849
3.512,2.3958,2.2366
3.4155,2.3831,2.1813
2.1813,2.3803,0.72677
2.2399,2.3902,0.77947
2.1501,2.3763,0.72602
1.1219,2.4042,2.124
1.0374,2.4169,2.1887
0.93938,2.4113,2.1187
